"scenario_id","method","n_AB","n_covariates","population_overlap","effect_modifiers","n_success","true_value","bias","empirical_se","model_se","rmse","coverage","ess_mean","ess_median","convergence_rate","mean_time"
"S009","EbArm",500,3,"low","none",1000,0.2,-0.0364189268922044,0.370885899968188,0.380633498295297,0.372485077124437,0.954,140.290723047692,139.978392352204,1,0.00994750905036926
"S009","EbEL",500,3,"low","none",1000,0.2,-0.0463118339069045,0.801012342911873,0.611924473355648,0.801950084907715,0.866,25.2107145264765,23.6860370709621,1,0.0106936385631561
"S009","EbTotal",500,3,"low","none",1000,0.2,-0.0385088444764745,0.38050496763636,0.376668240193164,0.382259306581887,0.944,141.301025080539,141.266727454466,1,0.00723966312408447
"S009","SigTotal",500,3,"low","none",1000,0.2,-0.0385088444696377,0.380504967647999,0.37666824019803,0.382259306592772,0.944,141.301025073188,141.266727454466,1,0.0109175291061401
"S010","Bucher",100,6,"high","none",1000,0.2,-0.0612450397744487,0.45390436030158,0.451150486544505,0.457792632126664,0.951,100,100,1,7.33954906463621e-05
"S010","EbArm",100,6,"high","none",1000,0.2,-0.0718401327562064,0.478964651281652,0.500061354865318,0.484085462201259,0.955,80.0047732329413,80.5904990587626,1,0.00895798540115357
"S010","EbEL",100,6,"high","none",1000,0.2,-0.0723238833157073,0.500196134445104,0.484680645350835,0.505150196316674,0.941,85.1838772104347,86.69980905975,1,0.00743443965911868
"S010","EbTotal",100,6,"high","none",1000,0.2,-0.0730810793680462,0.4914667445221,0.479455909024171,0.496627491759949,0.943,87.8595435442513,88.6345913332393,1,0.00478865718841552
"S010","SigTotal",100,6,"high","none",1000,0.2,-0.0730810793876433,0.491466744518982,0.479455909028001,0.49662749175975,0.943,87.8595435427501,88.6345913332393,1,0.0044958803653717
"S011","Bucher",300,6,"high","none",1000,0.2,-0.0204549533308123,0.307016285949332,0.297984118410265,0.307543730149144,0.946,300,300,1,0.000124704122543335
"S011","EbArm",300,6,"high","none",1000,0.2,-0.0198348373650752,0.299113425572842,0.310124591192878,0.299621082852761,0.961,265.813218849672,266.838469173711,1,0.010170259475708
"S011","EbEL",300,6,"high","none",1000,0.2,-0.021550221717863,0.318936001759161,0.308495387502205,0.319504092463603,0.952,270.426666061888,273.371681953579,1,0.00726255774497986
"S011","EbTotal",300,6,"high","none",1000,0.2,-0.0226761227710543,0.315424608642818,0.30644647823721,0.316081314850571,0.952,275.727865301708,276.783099710017,1,0.00611833095550536
"S011","SigTotal",300,6,"high","none",1000,0.2,-0.0226761227710543,0.315424608642818,0.30644647823721,0.316081314850571,0.952,275.727865301708,276.783099710017,1,0.00594176006317139
"S012","Bucher",500,6,"high","none",1000,0.2,-0.00890484469137359,0.262203014979531,0.257644743413281,0.262223124270667,0.946,500,500,1,6.68237209320068e-05
"S012","EbArm",500,6,"high","none",1000,0.2,-0.0114433574767593,0.251580474167373,0.264626757917244,0.251714903566791,0.962,451.125170981058,452.463687590798,1,0.0110976815223694
"S012","EbEL",500,6,"high","none",1000,0.2,-0.00634831619388382,0.268938833759345,0.264166043289463,0.268879283928737,0.942,454.631890545005,458.51842662809,1,0.0080878577232361
